content	emotion1	emotion2	sentiment
前两天过完了37岁生日，无聊之余想想人生。 我已经活到人生的中途，不知道还有没有另一个37年。 我年轻过，可是不会再年轻了，在余下的日子里，我不可能成为有钱人，不可能成为种马，不可能长到1米9，当不了艺术家、武林大侠和围棋国手。 此生像一个越来越小的框子，只能挣扎前行，尽量做好我自己。 	sadness	none	-1
Yes or No——一部关于选择，关于边缘爱情的电影，《Yes or no》最终票房预计为1600万左右，大大超出片商预估，DVD约在2011年5月19日左右上市，而《Yes or no》第二部也会在今年下半年推出。 (轉自度娘)我在等待啊~~第一部都沒看,別說第二部~等啊等啊~快來吧!! 	none	none	0
作业布置一级级超强叠压,不报班孩子绝对不会做! 尤其中学,家长根本辅导不了~百分百是被各个教委学校老师合谋算计=逼进教辅班//@火星上最后一个人：至于暑期辅导班，我觉得家长和学生是有这个需求的，倒是没怎么和作业挂钩，而且都是社会机构在组织，学校是绝不敢参与的！ 	disgust	none	-1
日本GMARKET限定的JYJxNII福袋第二波！ T上的圖案跟之前不同了～ 一樣送Photobook！ 三人這張莫名有種清純(!?)感嗎… 哈哈！ [偷笑] 	happiness	like	1
昨天挺受打击，房东说，考不上大学的学习不好的法国孩子一般都去比利时上学了，申一个收一个。 忽然想起来确实这个说法很早就听说过。 哈哈哈。 不过就专业水平而言，法国数学物理经济等确实都不错，但是说到体育科学，就不好下结论了。 	happiness	surprise	1
那位大神几天后突然来了个电话，响一声就挂了，不知是不是以为我留错了电话。 实在是不想和那位不靠谱的大爷有任何联系，所以连带大神你也退下吧。 目前我还是先养活自己，其他都先浮云着吧。 	none	none	0
付出和收获永远不会成正比，这么长时间为了英语努力，最后还是悲剧！ 绝不放弃，Believe I can！ 	like	none	1
看德国电影? 双重罪? 的媒体人真是敬业啊，前排最左边的一位至少半程开着明晃晃的笔记本在黑漆漆的影厅里工作。 致敬！ 	like	none	1
即使不是大人物，也要用请教的态度和口吻与之对话，因为人不可貌相，良师益友往往来自不起眼的生活与工作中。 	none	none	0
別鳥他啦！ 兄弟，我平生最看不起那些匿名在背後說三道四的小人了，你就當是你的日子過得太平靜簡單幸福被某某人眼紅嫉妒了，所以他想給你的生活激起點波瀾，哈哈～ 怎麼不見他來罵罵我？ 他有種怎麼不來招惹下我這個世界第一不要脸？ 早叫你學下我的人對我好我當他上帝，人對我差我當他是個屁，管他媽的誰 	disgust	anger	-1
分享图片 展厅里得生油岩石展柜里得一块岩石掉下来了 由于空间有限 派我出战吼吼 考验身体柔韧协调性得时刻到了！！ 以下全面体现蜘蛛女侠操作全过程！！！ 	none	none	0
今天中央台的专题采访我想大家都看过了吧，那个老总的表情非常的无奈，的确郭美美是和他没有关系的，而且他辛辛苦苦想出来的开发出来的模式，都被别的公司使用了！ 这说明什么？ 我想到了一句话，有关系就没关系，没关系才有关系！ 感谢大家对我的关注，在爆一张！ 果断加关注，后续慢慢来！ 	disgust	like	3
香港有一家超级有爱的猫书店。 这里收留了几十只流浪猫，白天有时候它们出去玩耍，晚上回到这里。 在这里睡觉，闲逛，吃饭，撒娇，这里是它们的酒吧，旅店，饭堂和心灵港湾 	like	none	1
今天周冬雨竟然在她的母校 也就是石家庄市第十二中高考 你说同考场的男生还不得疯了 前后左右桌的更受不了了 要是我 直接盯着她看两天 过一把老三的隐啊 话说她今天打扮的还真不错 [花心][花心][花心][花心]要不然下午去她考场门口看看？ 合个影什么的不更好么？ 	surprise	like	1
幸福是什么？ 幸福就是当你发现连火车票都买不起了的时候，在弃用的钱包里发现了200块钱。 [太开心] 雨一直下了一天多，外面一片汪洋。 我要继续撑着我的DUO伞，南航买票去。。 [委屈] 	happiness	none	1
古犹太人眼里的贤人七德：一是不班门弄斧；二是不打断别人的话；三是不急于求成；四是提问要有针对性；五是解答要符合情况；六是谈话要有始有终；七是要立足实际。 	none	none	0
谢卫说，一些公司在创业板上市后股价暴涨，不少持股高管一夜之间成为千万富翁甚至亿万富翁。 一些高管为尽早兑现收益而突然辞职，给公司管理和后续经营带来了很大影响，动摇了公司员工和公众的信心，也影响了企业和股票市场的健康发展。 	none	none	0
这不，澳门又有2家公司开始运作了…… [害羞] //@陈丹伶:@黎朝軍SunnyLai 难怪你甘多年都无放弃开公司 	happiness	none	1
六一了，祝福你生日快乐！ 虽然还在一个城市，但咫尺天涯. 我离去的日曰夜夜，你要长大成熟. 做一个乖乖宝宝. 	like	none	1
3月6日从日本太地町传来的消息。 目前为止，我们派驻的峡湾卫士们确信在目前的季节，日本渔民已经停止捕杀海豚了，但他们仍然将诱捕来的海豚困在海湾内。 他们对我们的留驻感到非常愤怒，因为这样他们就不能像往常一样在9月的时候开始秘密屠杀。 而面对我们的镜头公开杀戮则让他们自己都感到羞耻。 	disgust	none	-1
我发现一个很严重的问题，今年暑假湖南卫视还没开始播还珠格格啊，居然播情深深雨蒙蒙了，这明明是CCAV的招牌剧呐 	surprise	none	2
3小时扫200P的《追风筝的人》。。。 这进度还可以 但愿本周末我的方案和合同也能如此顺畅- -为了不是整个周末交给工作 我得睡觉了 这样明早就能去游泳了：）大家好梦哦~ 	like	none	1
在武汉的童鞋状态改为1、在华科七年最浪漫的事情就是带女朋友到武大去看海。 2、今天是6月18号，6月份里武汉只下了两场雨，一场10天，一场8天。 3、在武汉不会开公交车的司机不是好船长。 4、华科和武大正式更名为华中海洋科技大学、国立武汉水族馆。 	none	none	0
发怒，是用别人的错误惩罚自己； 烦恼，是用自己的过失折磨自己； 后悔，是用无奈的往事摧残自己； 忧虑，是用虚拟的风险惊吓自己； 孤独，是用自制的牢房禁锢自己； 自卑，是用别人的长处抵毁自己。 摒弃这些，你就会轻松许多！ 	none	none	0
科学方法是什么？ 说到底就是逻辑方法，它的最精准的形式就是数学。 在这个意义上，讲科学就是讲道理，讲道理就是讲逻辑。 	none	none	0
今天睡过头了，在公交上。 司机大叔到站了也不叫我[泪] ，自己锁门下车。 我一醒来，那个荒郊野外，如果不是大日头的，我一定以为在演聊斋。 默默等到点开门后，大叔讥笑我，你怎么又睡过头啊。。。 老天，我第一次，第一次！！！ 大叔说，前年，你也…… [闭嘴] 天，这也能记得~ 	surprise	disgust	-1
给刚才说想要我头像的姑娘... 对不起我也不知道为什么扫成大图就这么糊 希望10个孩子能够早日重新站在一起 别的我真的不知道能说什么了... 	sadness	like	3
倡议：提出建立记者黑名单的毛群安辞职吧！ 不要舆论监督，不能明辨是非，很可能造成重大食品安全的管理思维，才是真正的误导群众！ 他必要对自己的言论承担责任吧？ 试验一下公民意愿，同意的请转发。 	disgust	none	-1
没结婚的像结婚的一样同居，结婚的像没结婚的一样分居； 动物像人一样穿衣服，人像动物一样露着肉； 小孩像大人一样成熟，大人像小孩一样幻稚； 女人像男人一样爷们，男人像女人一样娘们； 没钱的像有钱的一样装富，有钱的像没钱的一样装穷； 情人像夫人一样四处招摇，夫人像情人一样深居简出。。。 	none	none	0
紧急！紧急！紧急！ 大家看一下这个图片是哪部电视剧或者电影里的片段，怎么可以这样丑化我们的军人！ 发动网友的力量，肯定有人看过这部电影或者电视剧，看过的赶快留言说一下，实在太过分了！ 简直让人发指！ 	anger	fear	-1
来与不来，我就在那里，不离不弃！ 萌与不萌，熊就在那里，不远不近！ 中与不中，奖就在那里，不多不少！ 赌你能拿走它~ 	none	none	0
我只看事实，事实是你儿子把人家一个小BB的母亲，撞了之后，然后刺了八刀，刺死。 什么样的父母养什么样的孩子？！ 你怎么还不检讨啊！ 	anger	none	-1
没想到学校这么快就妥协了。 没意思。 我还没曝光到电视台呢。 航专兄弟姐妹们。 咱的战争结束了。 球场免费开。 	happiness	none	1
当你越讨厌一个人时， 他就会无时无刻不出现在你的面前； 而当你想念一个人时， 翻遍地球都找不到他。————墨非定律 	none	none	0
@LiuBo_sina 诺，之前给你说的我与移动的十日大战，至今未果。 PS,@等等 遇到移动客服的还要神奇些，早上给她打电话她问答不上了，哭，中午打，还哭，好脆弱的客服，囧。 	sadness	surprise	-1
除了签证和语言之外，和济州岛和冲绳相比，海南是地跨热带和亚热带的海岛，既有海滩，也有雨林，在香水湾及分界洲岛还有牛岭，还可以看到热带和亚热带气候一山两景的独特景观。 沿东海岸自驾探访不同海湾，也很有乐趣 	like	none	1
上海我又来了。 去年来时银杏满天，今日再来莺飞草长。 上海，是我最喜欢的城市，喜欢他时尚与积淀、文化与世俗、本土与海外、大陆与海洋多种元素混搭的调调。 	like	none	1
每个人的内心都应该有一处宁静的圣地，你可以随时退避并在那里成为你自己。 	none	none	0
加强管理是目前提高利润的最迫切的工作！ 每天关注：应收 任务 库存 客户管理 考勤等！ 就和周会的坚持一样，必须做，否则十分危险！ 自省中。。。 	fear	sadness	-1
2011年6月5日，中国，安徽，六安市，金安区毛坦厂中学，5200名学生将在六安城区参加高考，学校组织55辆大巴送考，数万群众欢送，30多辆警车、100余名交警在62公里的路上疏导车辆，车队绵延二三里。 	none	none	0
每一任政府，无论资源、能力，还是时间都有限，没必要搞得像上帝。 施政有针对性，有政策偏好，能在一任内把两三件基础性的、迫切性的问题解决好，奠定某种基础，就足以造福后来了。 什么都说了，什么都点到了，实际上等于压根没说，很扯淡。 	disgust	happiness	3
翔爷，求你好好休息。 即时工作很忙很累也要想办法休息。 年轻的时候不注意这些，老了才想当年自己怎么这么不注意。 	none	none	0
隔壁的女生估计第一次坐飞机，起飞的时候紧张的抓紧扶手，大叫了起来。 想起自己第一次坐飞机，忘记什么感觉了，那是94年 	none	none	0
今天四点多接到电话说我抽中了明天晚上可以去文化宫看加勒比海盗，这个是真的，我的确参加过抽奖。 让我等明天的短信，凭短信参加。 	none	none	0
